g1entrynr,g2entrynr,g1chr,g2chr,g1concatstart,g1concatstop,g1start,g1stop,g2concatstart,g2concatstop,g2start,g2stop,Distance
1954535,1948066,A01,D01,1821681,1825521,1821681,1825521,1162086069,1162093536,1980012,1987479,NA
1954535,1998061,A01,D01,1821681,1825521,1821681,1825521,1162077965,1162081806,1971908,1975749,3.289999962
1954547,1978721,A01,D01,97895506,97902283,97895506,97902283,1219632558,1219639180,59526501,59533123,2.819999933
1954588,1975901,A01,D01,46205737,46206507,46205737,46206507,1188435421,1188436097,28329364,28330040,0.050000001
1954691,1934647,A01,D01,21455562,21457455,21455562,21457455,1175982336,1175984235,15876279,15878178,0.370000005
1954716,1948744,A01,D01,91507405,91511173,91507405,91511173,1214994745,1214998532,54888688,54892475,0.289999992
1954724,1975206,A01,D01,8277149,8284315,8277149,8284315,1166749645,1166756836,6643588,6650779,2.029999971
1954760,1954649,A01,D01,94140676,94145433,94140676,94145433,1216218933,1216223901,56112876,56117844,3.440000057
1954858,1994063,A01,D01,85085234,85085627,85085234,85085627,1210328216,1210328609,50222159,50222552,4.679999828
1954911,1963440,A01,D01,80004286,80006044,80004286,80006044,1208491585,1208493195,48385528,48387138,0.790000021
1954967,1959799,A01,D01,14211437,14214471,14211437,14214471,1171011586,1171014581,10905529,10908524,2.369999886
1954990,1957629,A01,D01,5496808,5497159,5496808,5497159,1164885009,1164885378,4778952,4779321,2.700000048
1954991,1931919,A01,D01,46812415,46815499,46812415,46815499,1189253531,1189256597,29147474,29150540,5.21999979
1954996,1971151,A01,D01,42392375,42397076,42392375,42397076,1187022419,1187027162,26916362,26921105,1.120000005
1954997,1998920,A01,D01,99481607,99482583,99481607,99482583,1221137314,1221138286,61031257,61032229,2.420000076
1955037,1929808,A01,D01,90336862,90339675,90336862,90339675,1214047370,1214054979,53941313,53948922,1.700000048
1955133,1944729,A01,D01,80594538,80595798,80594538,80595798,1208161721,1208162993,48055664,48056936,3.440000057
1955154,1944556,A01,D01,7804044,7806409,7804044,7806409,1166346003,1166348366,6239946,6242309,4.380000114
1955181,1994247,A01,D01,95223453,95223690,95223453,95223690,1217539466,1217539703,57433409,57433646,1.220000029
1955185,1941544,A01,D01,720359,724909,720359,724909,1160717833,1160726012,611776,619955,2.119999886
1955297,1975742,A01,D01,98742333,98743033,98742333,98743033,1220492954,1220493654,60386897,60387597,NA
1955308,1943428,A01,D01,50019660,50020410,50019660,50020410,1191368290,1191369040,31262233,31262983,1.629999995
1955389,1931187,A01,D01,90055220,90057576,90055220,90057576,1213797002,1213801336,53690945,53695279,3.75
1955392,1969509,A01,D01,19601312,19604574,19601312,19604574,1174670492,1174673719,14564435,14567662,0.519999981
1955449,1974885,A01,D01,51736457,51739959,51736457,51739959,1193365085,1193368705,33259028,33262648,0.050000001
1955600,1998913,A01,D01,25439329,25442157,25439329,25442157,1178345636,1178348088,18239579,18242031,1.169999957
1955713,1983027,A01,D01,98719144,98722667,98719144,98722667,1220462154,1220465637,60356097,60359580,4.78000021
1955761,1972069,A01,D01,12409641,12411385,12409641,12411385,1170110064,1170111811,10004007,10005754,3.00999999
1955766,1944463,A01,D01,95876489,95877680,95876489,95877680,1218105316,1218106324,57999259,58000267,4.579999924
1955783,1940054,A01,D01,13400691,13402332,13400691,13402332,1170404851,1170406463,10298794,10300406,0.50999999
1955838,1963615,A01,D01,10757285,10760133,10757285,10760133,1168563055,1168565903,8456998,8459846,0.980000019
1955988,1953537,A01,D01,99818685,99821128,99818685,99821128,1221473890,1221476332,61367833,61370275,3.440000057
1955998,1971136,A01,D01,42143645,42153237,42143645,42153237,1184720861,1184730288,24614804,24624231,3.519999981
1956072,1949274,A01,D01,1867728,1869962,1867728,1869962,1162145591,1162147731,2039534,2041674,2.470000029
1956074,1936496,A01,D01,95517507,95519345,95517507,95519345,1164787666,1164789504,4681609,4683447,NA
1956243,1977022,A01,D01,99858847,99859874,99858847,99859874,1221513328,1221514354,61407271,61408297,1.899999976
1956314,1970105,A01,D01,6455863,6456250,6455863,6456250,1164969825,1164970212,4863768,4864155,NA
1956314,1975596,A01,D01,6455863,6456250,6455863,6456250,1164983995,1164984379,4877938,4878322,4.579999924
1956339,1938178,A01,D01,2719109,2720237,2719109,2720237,1162740759,1162741884,2634702,2635827,2.119999886
1956463,1936019,A01,D01,27231995,27234600,27231995,27234600,1179356509,1179359127,19250452,19253070,2.029999971
1956471,1944314,A01,D01,98533339,98534047,98533339,98534047,1220243940,1220244846,60137883,60138789,6.5
1956507,1987632,A01,D01,1751089,1753132,1751089,1753132,1162000023,1162001939,1893966,1895882,4.78000021
1956608,1989870,A01,D01,93481555,93483743,93481555,93483743,1216565357,1216567551,56459300,56461494,2.950000048
1956622,1999322,A01,D01,45463971,45465268,45463971,45465268,1187956522,1187957762,27850465,27851705,3.75
1956639,1968191,A01,D01,26813895,26818711,26813895,26818711,1179137897,1179141006,19031840,19034949,3.589999914
1956793,1956887,A01,D01,19783891,19786893,19783891,19786893,1174842591,1174845619,14736534,14739562,0.860000014
1956860,1946750,A01,D01,6598140,6599481,6598140,6599481,1165114766,1165116101,5008709,5010044,1.700000048
1956878,1938496,A01,D01,136689,137273,136689,137273,1160220175,1160220758,114118,114701,6.800000191
1956988,1948294,A01,D01,96705045,96705894,96705045,96705894,1218763876,1218764725,58657819,58658668,2.170000076
1957079,1988836,A01,D01,18867900,18871162,18867900,18871162,1174073906,1174077173,13967849,13971116,2.880000114
1957106,1934870,A01,D01,218446,225598,218446,225598,1160312558,1160315799,206501,209742,2.640000105
1957144,1966200,A01,D01,96286719,96288411,96286719,96288411,1218423450,1218425189,58317393,58319132,0.879999995
1957317,1935376,A01,D01,3992053,3993529,3992053,3993529,1163793734,1163795210,3687677,3689153,1.629999995
1957447,1930279,A01,D01,25443828,25446759,25443828,25446759,1178340132,1178343613,18234075,18237556,3.150000095
1957475,1942733,A01,D01,1730830,1735216,1730830,1735216,1161978905,1161983169,1872848,1877112,3.289999962
1957516,1934273,A01,D01,88997561,89059051,88997561,89059051,1212785768,1212852162,52679711,52746105,1.429999948
1957553,1965724,A01,D01,93225624,93229367,93225624,93229367,1216720507,1216724248,56614450,56618191,0.649999976
1957606,1953702,A01,D01,91366842,91369417,91366842,91369417,1214920581,1214923148,54814524,54817091,0.810000002
1957619,1940908,A01,D01,42060115,42064139,42060115,42064139,1184782595,1184786610,24676538,24680553,0.649999976
1957713,1970172,A01,D01,98019134,98024392,98019134,98024392,1219707989,1219713248,59601932,59607191,1.220000029
1957763,1949141,A01,D01,4652101,4672959,4652101,4672959,1164402457,1164402745,4296400,4296688,6.090000153
1957790,1956573,A01,D01,1718021,1727243,1718021,1727243,1161965588,1161972362,1859531,1866305,0.649999976
1957822,1991625,A01,D01,56056836,56067766,56056836,56067766,1195897716,1195907887,35791659,35801830,2.579999924
1957853,1930035,A01,D01,98662354,98666762,98662354,98666762,1220402554,1220406956,60296497,60300899,1.220000029
1957855,1983873,A01,D01,96362936,96363284,96362936,96363284,1218516068,1218516416,58410011,58410359,0.839999974
1957859,1998722,A01,D01,23693690,23697131,23693690,23697131,1177364059,1177366798,17258002,17260741,3.440000057
1957909,1981910,A01,D01,60347557,60350315,60347557,60350315,1198629571,1198632353,38523514,38526296,3.00999999
1958088,1993091,A01,D01,64896531,64897125,64896531,64897125,1201073723,1201074317,40967666,40968260,2.470000029
1958226,2000036,A01,D01,2431515,2432766,2431515,2432766,1162288996,1162290247,2182939,2184190,0.920000017
1958228,1956609,A01,D01,1008922,1010191,1008922,1010191,1161369394,1161370663,1263337,1264606,1.279999971
1958293,1948564,A01,D01,7603262,7604881,7603262,7604881,1166078188,1166079815,5972131,5973758,3.289999962
1958330,1942688,A01,D01,95821285,95823376,95821285,95823376,1218038574,1218040666,57932517,57934609,3.220000029
1958331,1993489,A01,D01,20961141,20964787,20961141,20964787,1175563340,1175566947,15457283,15460890,4.78000021
1958339,1970432,A01,D01,97078301,97078631,97078301,97078631,1219043079,1219043325,58937022,58937268,4.78000021
1958397,1986774,A01,D01,6713233,6714652,6713233,6714652,1165250866,1165252285,5144809,5146228,2.170000076
1958429,1951355,A01,D01,416960,417362,416960,417362,1160470987,1160471389,364930,365332,2.319999933
1958446,1959704,A01,D01,97673837,97678143,97673837,97678143,1219432236,1219435542,59326179,59329485,0.219999999
1958456,1953227,A01,D01,90409539,90410041,90409539,90410041,1214110631,1214111133,54004574,54005076,1.669999957
1958457,1949807,A01,D01,79115808,79116714,79115808,79116714,1208818396,1208819302,48712339,48713245,2.319999933
1958459,1933196,A01,D01,20344339,20348860,20344339,20348860,1175263337,1175267843,15157280,15161786,2.170000076
1958542,1934755,A01,D01,8640486,8643505,8640486,8643505,1166997647,1167000664,6891590,6894607,2.529999971
1958546,1956027,A01,D01,20113653,20114343,20113653,20114343,1175120654,1175121349,15014597,15015292,6.949999809
1958613,1941599,A01,D01,75627165,75627858,75627165,75627858,1205507839,1205508511,45401782,45402454,3.289999962
1958720,1971793,A01,D01,3563035,3566721,3563035,3566721,1163433774,1163435858,3327717,3329801,6.360000134
1958728,1983760,A01,D01,12124871,12126508,12124871,12126508,1169838406,1169840037,9732349,9733980,2.069999933
1958792,1974204,A01,D01,98475371,98478072,98475371,98478072,1220128912,1220131624,60022855,60025567,3.079999924
1958895,1947287,A01,D01,99041712,99043966,99041712,99043966,1220749358,1220751507,60643301,60645450,1.99000001
1959004,1954912,A01,D01,71468704,71471709,71468704,71471709,1203263282,1203266352,43157225,43160295,2.579999924
1959020,1952680,A01,D01,15553768,15554242,15553768,15554242,1171672011,1171672485,11565954,11566428,3.289999962
1959075,1945953,A01,D01,98809359,98812657,98809359,98812657,1220566824,1220570125,60460767,60464068,1.49000001
1959086,1950326,A01,D01,98735594,98738091,98735594,98738091,1220485201,1220487719,60379144,60381662,NA
1959117,1940369,A01,D01,99869386,99870855,99869386,99870855,1221521645,1221523114,61415588,61417057,0.239999995
1959183,1940212,A01,D01,97911773,97915552,97911773,97915552,1219648939,1219652421,59542882,59546364,2.75999999
1959210,1961649,A01,D01,28211757,28212736,28211757,28212736,1179845328,1179846306,19739271,19740249,2.319999933
1959224,1939941,A01,D01,97767984,97772855,97767984,97772855,1219506414,1219511294,59400357,59405237,0.550000012
1959249,1967207,A01,D01,589429,592055,589429,592055,1160602057,1160604717,496000,498660,1.519999981
1959263,1985434,A01,D01,94512384,94514614,94512384,94514614,1216956365,1216958594,56850308,56852537,0.50999999
1959269,1980027,A01,D01,895269,896874,895269,896874,1160910501,1160912106,804444,806049,2.579999924
1959271,1998997,A01,D01,2363359,2369245,2363359,2369245,1162220641,1162226572,2114584,2120515,1.559999943
1959289,1931993,A01,D01,2336962,2337950,2336962,2337950,1162202168,1162203179,2096111,2097122,1.340000033
1959479,1959281,A01,D01,98450027,98452348,98450027,98452348,1220107995,1220110404,60001938,60004347,0.050000001
1959513,1964421,A01,D01,20184083,20187069,20184083,20187069,1175177888,1175181026,15071831,15074969,0.529999971
1959601,1965150,A01,D01,7474919,7479659,7474919,7479659,1165796795,1165801539,5690738,5695482,2.75999999
1959636,1972618,A01,D01,7725368,7728916,7725368,7728916,1166284550,1166288103,6178493,6182046,2.880000114
1959642,1992758,A01,D01,1432859,1433880,1432859,1433880,1161746542,1161747566,1640485,1641509,3.589999914
1959656,1984700,A01,D01,33708959,33713470,33708959,33713470,1182424937,1182429449,22318880,22323392,2.880000114
1959669,1930135,A01,D01,14146319,14151226,14146319,14151226,1170958640,1170963581,10852583,10857524,3.079999924
1959727,1953572,A01,D01,22404165,22408586,22404165,22408586,1176618121,1176622407,16512064,16516350,2.470000029
1959742,1989771,A01,D01,10762482,10764637,10762482,10764637,1168568149,1168570299,8462092,8464242,2.119999886
1959796,1988450,A01,D01,18301674,18302316,18301674,18302316,1173668913,1173669546,13562856,13563489,2.579999924
1960184,1939037,A01,D01,14372997,14374548,14372997,14374548,1171127764,1171129314,11021707,11023257,1.200000048
1960253,1987225,A01,D01,21314320,21314821,21314320,21314821,1175880653,1175881154,15774596,15775097,5.460000038
1960288,1956704,A01,D01,95679474,95685364,95679474,95685364,1217908140,1217916336,57802083,57810279,1.559999943
1960336,1969431,A01,D01,2375339,2376647,2375339,2376647,1162230359,1162231667,2124302,2125610,5.21999979
1960354,1970585,A01,D01,877528,879782,877528,879782,1160891371,1160894041,785314,787984,1.590000033
1960360,1958732,A01,D01,98716095,98717909,98716095,98717909,1220459301,1220461010,60353244,60354953,3.920000076
1960379,1984056,A01,D01,22204068,22208876,22204068,22208876,1176522243,1176527085,16416186,16421028,1.340000033
1960381,1964603,A01,D01,97566015,97568446,97566015,97568446,1219333087,1219335742,59227030,59229685,1.460000038
1960530,1933622,A01,D01,83253359,83255403,83253359,83255403,1207200643,1207202488,47094586,47096431,NA
1960534,1961686,A01,D01,68256957,68258136,68256957,68258136,1201859507,1201860683,41753450,41754626,5.960000038
1960586,1991556,A01,D01,3305092,3309725,3305092,3309725,1163135171,1163139911,3029114,3033854,3.220000029
1960611,1963820,A01,D01,97586464,97587331,97586464,97587331,1219388128,1219388986,59282071,59282929,3.75
1960663,1972305,A01,D01,31775749,31776226,31775749,31776226,1181298391,1181298865,21192334,21192808,2.950000048
1960723,2000011,A01,D01,90203406,90205498,90203406,90205498,1213845153,1213847212,53739096,53741155,2.069999933
1960967,1960084,A01,D01,99435150,99435546,99435150,99435546,1221091616,1221092012,60985559,60985955,3.670000076
1960991,1972469,A01,D01,95441217,95442410,95441217,95442410,1217726884,1217728124,57620827,57622067,3.589999914
1961010,1961477,A01,D01,36356377,36359656,36356377,36359656,1184139837,1184143099,24033780,24037042,3.519999981
1961014,1933807,A01,D01,6764686,6766808,6764686,6766808,1165283432,1165285283,5177375,5179226,3.670000076
1961018,1966077,A01,D01,5469741,5472737,5469741,5472737,1164867229,1164870222,4761172,4764165,2.640000105
1961019,1963802,A01,D01,6809045,6810049,6809045,6810049,1165315674,1165316673,5209617,5210616,3.359999895
1961023,1952778,A01,D01,7741006,7742425,7741006,7742425,1166293495,1166294903,6187438,6188846,0.959999979
1961047,1981164,A01,D01,18952104,18954423,18952104,18954423,1174130095,1174132410,14024038,14026353,1.049999952
1961110,1950994,A01,D01,95747592,95748075,95747592,95748075,1217973108,1217973573,57867051,57867516,3.589999914
1961128,1932741,A01,D01,94385417,94387016,94385417,94387016,1216019242,1216020836,55913185,55914779,0.25
1961255,1984034,A01,D01,8290699,8292856,8290699,8292856,1166762423,1166764630,6656366,6658573,2.75999999
1961270,1957196,A01,D01,8083465,8084562,8083465,8084562,1166505630,1166506726,6399573,6400669,3.839999914
1961330,1950206,A01,D01,99696365,99697974,99696365,99697974,1221366121,1221367733,61260064,61261676,2.819999933
1961365,1955144,A01,D01,65381481,65382415,65381481,65382415,1201158351,1201159288,41052294,41053231,0.620000005
1961650,1961038,A01,D01,10988202,10989979,10988202,10989979,1168908206,1168909978,8802149,8803921,0.400000006
1961655,1970904,A01,D01,75065395,75071724,75065395,75071724,1205096775,1205103714,44990718,44997657,2.220000029
1961774,1961354,A01,D01,88909430,88910732,88909430,88910732,1212703032,1212704427,52596975,52598370,6.5
1961778,1993544,A01,D01,437230,439501,437230,439501,1160491999,1160494531,385942,388474,4.099999905
1961861,1982971,A01,D01,92419664,92421097,92419664,92421097,1215699829,1215702314,55593772,55596257,3.289999962
1961883,1999794,A01,D01,1440238,1442901,1440238,1442901,1161753767,1161756563,1647710,1650506,6.800000191
1962065,1987206,A01,D01,18288657,18289377,18288657,18289377,1173657825,1173658545,13551768,13552488,0.819999993
1962096,1985623,A01,D01,39085114,39086578,39085114,39086578,1185605918,1185607386,25499861,25501329,3.839999914
1962240,1976226,A01,D01,39848164,39849440,39848164,39849440,1186210712,1186212167,26104655,26106110,1.429999948
1962256,1976579,A01,D01,12255251,12256523,12255251,12256523,1169987744,1169989016,9881687,9882959,2.420000076
1962264,1998065,A01,D01,98368666,98369947,98368666,98369947,1220006563,1220007844,59900506,59901787,2.369999886
1962384,1991752,A01,D01,64707139,64715530,64707139,64715530,1201039030,1201047432,40932973,40941375,1.100000024
1962463,1968125,A01,D01,1053234,1055912,1053234,1055912,1161406471,1161409182,1300414,1303125,3.440000057
1962474,1970297,A01,D01,98031312,98032185,98031312,98032185,1219719778,1219720896,59613721,59614839,4.679999828
1962500,1973316,A01,D01,98350839,98354554,98350839,98354554,1219981273,1219985203,59875216,59879146,0.899999976
1962504,1990977,A01,D01,20840530,20842428,20840530,20842428,1175516697,1175518553,15410640,15412496,1.669999957
1962537,1941306,A01,D01,56670417,56672216,56670417,56672216,1196532104,1196533556,36426047,36427499,0.879999995
1962583,1957038,A01,D01,98975730,98977122,98975730,98977122,1220685427,1220686819,60579370,60580762,4.010000229
1962709,1943790,A01,D01,13735383,13739167,13735383,13739167,1170642905,1170646676,10536848,10540619,2.029999971
1962731,1997385,A01,D01,97615357,97617150,97615357,97617150,1219416866,1219418657,59310809,59312600,1.559999943
1962795,1950506,A01,D01,39087272,39091786,39087272,39091786,1185608087,1185611684,25502030,25505627,1.700000048
1962823,1968095,A01,D01,87723177,87724696,87723177,87724696,1211911239,1211912863,51805182,51806806,1.559999943
1962859,1936950,A01,D01,9464199,9466746,9464199,9466746,1167584251,1167586798,7478194,7480741,0.819999993
1962879,1964294,A01,D01,4649814,4650075,4649814,4650075,1164399558,1164399828,4293501,4293771,5.460000038
1962989,1986377,A01,D01,77854878,77859296,77854878,77859296,1209349285,1209356641,49243228,49250584,4.679999828
1963136,1954913,A01,D01,60392212,60393061,60392212,60393061,1198680239,1198681088,38574182,38575031,1.049999952
1963177,1934699,A01,D01,15666863,15667472,15666863,15667472,1171730099,1171730708,11624042,11624651,0.5
1963214,1961328,A01,D01,90231251,90234420,90231251,90234420,1213876610,1213879779,53770553,53773722,3.920000076
1963217,1979257,A01,D01,97543848,97544382,97543848,97544382,1219309184,1219309718,59203127,59203661,4.679999828
1963254,1941826,A01,D01,71376784,71376937,71376784,71376937,1203162848,1203163001,43056791,43056944,2.119999886
1963255,1987329,A01,D01,15457873,15460136,15457873,15460136,1171587073,1171589327,11481016,11483270,3.150000095
1963342,1929761,A01,D01,99809356,99812469,99809356,99812469,1221464331,1221467442,61358274,61361385,1.370000005
1963372,1972797,A01,D01,932761,933406,932761,933406,1161003754,1161004399,897697,898342,3.75
1963407,1934668,A01,D01,1662066,1666981,1662066,1666981,1161910509,1161915314,1804452,1809257,1.559999943
1963414,1965227,A01,D01,91801673,91804021,91801673,91804021,1215072868,1215075218,54966811,54969161,0.839999974
1963424,1982859,A01,D01,91977352,91985508,91977352,91985508,1215227763,1215233649,55121706,55127592,2.029999971
1963442,1958664,A01,D01,24701131,24701753,24701131,24701753,1177894263,1177894882,17788206,17788825,3.359999895
1963479,1982207,A01,D01,20852529,20853730,20852529,20853730,1175528728,1175529922,15422671,15423865,1.779999971
1963487,1973228,A01,D01,599747,602823,599747,602823,1160612478,1160615544,506421,509487,3.670000076
1963597,1982928,A01,D01,77569987,77572877,77569987,77572877,1209514248,1209516336,49408191,49410279,2.029999971
1963598,1946504,A01,D01,71376040,71376591,71376040,71376591,1203162106,1203162655,43056049,43056598,0.720000029
1963618,1986575,A01,D01,96211112,96211742,96211112,96211742,1218353048,1218353678,58246991,58247621,1.899999976
1963651,1946272,A01,D01,26898013,26898487,26898013,26898487,1179195608,1179196082,19089551,19090025,2.319999933
1963697,1988237,A01,D01,93696031,93701191,93696031,93701191,1216459312,1216463784,56353255,56357727,2.25999999
1963698,1973399,A01,D01,96954350,96956763,96954350,96956763,1218895475,1218897903,58789418,58791846,1.49000001
1963798,1934088,A01,D01,61933299,61934567,61933299,61934567,1199360223,1199361493,39254166,39255436,1.460000038
1963821,1990474,A01,D01,29902868,29907846,29902868,29907846,1180755458,1180760440,20649401,20654383,3.589999914
1963933,1976092,A01,D01,32106897,32110382,32106897,32110382,1181458977,1181462444,21352920,21356387,1.200000048
1963967,1998891,A01,D01,10622136,10627477,10622136,10627477,1168482972,1168488355,8376915,8382298,1.899999976
1964103,1946375,A01,D01,4424807,4427973,4424807,4427973,1164132466,1164135672,4026409,4029615,4.28000021
1964137,1953544,A01,D01,11338399,11338657,11338399,11338657,1169168185,1169168446,9062128,9062389,3.00999999
1964225,1998100,A01,D01,98289777,98293999,98289777,98293999,1219933554,1219937893,59827497,59831836,3.289999962
1964234,1935489,A01,D01,134032,134583,134032,134583,1160217813,1160218364,111756,112307,1.899999976
1964308,1935492,A01,D01,94204177,94204741,94204177,94204741,1216159551,1216160117,56053494,56054060,2.25999999
1964316,1961214,A01,D01,45727980,45731610,45727980,45731610,1188159350,1188162978,28053293,28056921,2.950000048
1964319,1964388,A01,D01,97321953,97332175,97321953,97332175,1219198579,1219208494,59092522,59102437,1.590000033
1964399,1953293,A01,D01,99721115,99727946,99721115,99727946,1221388073,1221394872,61282016,61288815,2.170000076
1964467,1969355,A01,D01,89923385,89926969,89923385,89926969,1213664893,1213668482,53558836,53562425,2.75999999
1964487,1980481,A01,D01,3664664,3667569,3664664,3667569,1163599162,1163602101,3493105,3496044,2.25999999
1964511,1965808,A01,D01,11962212,11964669,11962212,11964669,1169711667,1169714130,9605610,9608073,3.920000076
1964537,1998087,A01,D01,94951352,94955548,94951352,94955548,1217324367,1217328334,57218310,57222277,3.359999895
1964551,1997664,A01,D01,32956466,32960385,32956466,32960385,1181986245,1181991249,21880188,21885192,1.940000057
1964642,1950434,A01,D01,6913487,6916248,6913487,6916248,1165358358,1165361120,5252301,5255063,3.589999914
1964654,1986494,A01,D01,99395293,99399154,99395293,99399154,1221056335,1221064845,60950278,60958788,1.100000024
1964734,1943037,A01,D01,83511,84586,83511,84586,1160167884,1160168847,61827,62790,3.359999895
1964736,1970987,A01,D01,1373632,1379175,1373632,1379175,1161689862,1161695358,1583805,1589301,4.099999905
1964793,1933598,A01,D01,90811008,90814100,90811008,90814100,1214392259,1214395351,54286202,54289294,1.519999981
1964805,1998951,A01,D01,81836943,81837384,81836943,81837384,1207835701,1207836142,47729644,47730085,0.050000001
1964806,1937441,A01,D01,94221305,94223045,94221305,94223045,1216129767,1216131507,56023710,56025450,4.579999924
1964855,1969932,A01,D01,75451874,75456806,75451874,75456806,1205369668,1205371791,45263611,45265734,1.120000005
1964871,1942928,A01,D01,84987064,84988316,84987064,84988316,1210227302,1210228575,50121245,50122518,1.340000033
1964878,1959374,A01,D01,13437837,13438990,13437837,13438990,1170437708,1170438861,10331651,10332804,2.220000029
1964896,1935372,A01,D01,98319695,98321603,98319695,98321603,1219953917,1219955822,59847860,59849765,1.559999943
1964931,1977114,A01,D01,6488273,6490234,6488273,6490234,1165035217,1165037211,4929160,4931154,3.359999895
1964941,1949395,A01,D01,97365316,97366784,97365316,97366784,1219224132,1219225149,59118075,59119092,0.550000012
1964955,1996605,A01,D01,141684,143865,141684,143865,1160225076,1160227258,119019,121201,0.720000029
1965007,1973315,A01,D01,19868884,19873146,19868884,19873146,1174911159,1174915508,14805102,14809451,4.480000019
1965009,1974667,A01,D01,40097778,40117891,40097778,40117891,1186375602,1186391390,26269545,26285333,2.700000048
1965192,1994177,A01,D01,15819410,15826354,15819410,15826354,1171810236,1171817308,11704179,11711251,2.220000029
1965210,1973355,A01,D01,1296080,1303437,1296080,1303437,1161629463,1161631448,1523406,1525391,5.460000038
1965245,1991961,A01,D01,83321175,83333634,83321175,83333634,1207227318,1207234701,47121261,47128644,0.449999988
1965262,1968117,A01,D01,10787032,10788142,10787032,10788142,1168597831,1168598885,8491774,8492828,1.74000001
1965269,1976662,A01,D01,70184,73877,70184,73877,1160155095,1160158935,49038,52878,5.21999979
1965282,1943732,A01,D01,64238123,64242118,64238123,64242118,1200750375,1200754193,40644318,40648136,1.220000029
1965341,1995196,A01,D01,14195112,14196396,14195112,14196396,1171009415,1171010699,10903358,10904642,2.369999886
1965350,1960626,A01,D01,83638070,83646061,83638070,83646061,1207509065,1207511038,47403008,47404981,2.950000048
1965351,1998816,A01,D01,10015702,10019519,10015702,10019519,1168031937,1168035899,7925880,7929842,4.679999828
1965398,1979638,A01,D01,6601698,6620768,6601698,6620768,1165118307,1165122720,5012250,5016663,1.149999976
1965424,1990345,A01,D01,93485701,93487232,93485701,93487232,1216561828,1216563439,56455771,56457382,1.899999976
1965445,1951464,A01,D01,56593960,56606766,56593960,56606766,1196468087,1196485262,36362030,36379205,2.880000114
1965568,1982449,A01,D01,99077700,99078156,99077700,99078156,1220787003,1220787493,60680946,60681436,5.579999924
1965804,1974716,A01,D01,69734615,69737629,69734615,69737629,1202794793,1202797804,42688736,42691747,2.950000048
1965817,1942317,A01,D01,8234270,8242242,8234270,8242242,1166694426,1166702493,6588369,6596436,3.839999914
1965848,1997074,A01,D01,90316193,90318831,90316193,90318831,1214004598,1214007220,53898541,53901163,1.169999957
1965885,1964010,A01,D01,12140270,12141870,12140270,12141870,1169863981,1169865574,9757924,9759517,3.289999962
1965943,1983174,A01,D01,98502424,98503742,98502424,98503742,1220153034,1220154387,60046977,60048330,0.050000001
1965945,1933812,A01,D01,10405006,10407108,10405006,10407108,1168287125,1168289227,8181068,8183170,3.589999914
1965999,1933923,A01,D01,98791226,98793151,98791226,98793151,1220540565,1220542493,60434508,60436436,NA
1965999,1990765,A01,D01,98791226,98793151,98791226,98793151,1220545987,1220546824,60439930,60440767,0.709999979
1966041,1983797,A01,D01,6428719,6428983,6428719,6428983,1164964004,1164964268,4857947,4858211,0.050000001
1966161,1978321,A01,D01,7111874,7112466,7111874,7112466,1165539523,1165540139,5433466,5434082,2.950000048
1966194,1960144,A01,D01,94214040,94215243,94214040,94215243,1216137360,1216138548,56031303,56032491,0.629999995
1966237,1942434,A01,D01,910251,912246,910251,912246,1160925177,1160927163,819120,821106,3.359999895
1966309,1977496,A01,D01,25572192,25572903,25572192,25572903,1178396713,1178397424,18290656,18291367,4.190000057
1966374,1983184,A01,D01,4633320,4639997,4633320,4639997,1164367057,1164372652,4261000,4266595,3.150000095
1966408,1963050,A01,D01,92308639,92322366,92308639,92322366,1215553111,1215555899,55447054,55449842,1.370000005
1966470,1951920,A01,D01,1461606,1462412,1461606,1462412,1161761169,1161761950,1655112,1655893,2.819999933
1966514,1948465,A01,D01,40994772,40999830,40994772,40999830,1186932350,1186937416,26826293,26831359,1.99000001
1966573,1944985,A01,D01,1465821,1469129,1465821,1469129,1161765612,1161768554,1659555,1662497,0.050000001
1966658,1970071,A01,D01,98990678,98995193,98990678,98995193,1220711780,1220715668,60605723,60609611,3.220000029
1966670,1943836,A01,D01,75458211,75463860,75458211,75463860,1205373184,1205378802,45267127,45272745,1.860000014
1966721,1942541,A01,D01,98136926,98142069,98136926,98142069,1219807966,1219813315,59701909,59707258,0.939999998
1966832,1952622,A01,D01,21310984,21313006,21310984,21313006,1175862493,1175865252,15756436,15759195,2.819999933
1966849,1968804,A01,D01,11044442,11046385,11044442,11046385,1168941350,1168943277,8835293,8837220,3.00999999
1966990,1987105,A01,D01,92281926,92282232,92281926,92282232,1215532055,1215532361,55425998,55426304,4.010000229
1967047,1999140,A01,D01,9930682,9935792,9930682,9935792,1167951185,1167957003,7845128,7850946,0.75
1967284,1973766,A01,D01,45532121,45534741,45532121,45534741,1188010316,1188012931,27904259,27906874,0.170000002
1967381,1984162,A01,D01,654799,656633,654799,656633,1160681895,1160683535,575838,577478,3.079999924
1967459,1930149,A01,D01,93838785,93839836,93838785,93839836,1216369110,1216370926,56263053,56264869,0.939999998
1967537,1989715,A01,D01,11509601,11511977,11509601,11511977,1169303078,1169305457,9197021,9199400,1.940000057
1967558,1972532,A01,D01,91217393,91222304,91217393,91222304,1214796606,1214801597,54690549,54695540,1.460000038
1967643,1952539,A01,D01,30957345,30957846,30957345,30957846,1180955828,1180956329,20849771,20850272,1.700000048
